fiips,sumofdeaths,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021
12081,236798,433,434,435,436,437,438,438,439,443,443,445,448,450,453,454,456,457,461,461,464,464,484,484,487,488,493,493,495,495,495,498,499,503,503,505,506,506,508,510,510,510,513,547,547,547,547,548,564,568,570,575,577,577,577,577,577,586,592,592,595,602,607,608,609,611,612,614,624,624,624,624,626,628,629,630,630,630,630,630,630,630,630,630,632,632,633,633,635,635,635,635,635,635,635,636,636,636,637,637,637,640,645,645,646,646,648,650,652,652,653,653,653,653,655,658,660,660,660,661,661,664,666,668,668,671,671,674,675,676,677,678,678,679,679,680,681,682,682,683,683,683,684,684,685,685,688,688,687,687,687,687,688,688,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689
12083,334902,463,474,480,485,489,495,496,498,498,504,508,516,520,525,529,534,541,551,553,556,558,560,562,567,569,570,572,574,574,575,588,601,602,607,642,649,674,674,674,674,674,674,674,674,676,677,691,700,719,722,735,741,755,771,778,780,782,784,791,803,806,815,827,844,852,855,858,867,877,882,887,887,887,888,897,900,902,904,904,905,905,911,911,912,914,916,916,916,918,919,920,923,926,926,926,927,933,933,938,937,937,938,936,939,942,943,943,943,945,944,948,948,948,948,948,948,947,947,947,947,955,955,958,958,960,964,965,966,966,968,963,967,965,970,968,968,970,971,975,978,982,987,987,988,980,980,984,984,984,984,984,985,992,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996
12085,114664,210,210,210,210,211,211,213,217,217,218,218,218,224,226,226,228,228,228,228,228,232,236,236,236,236,236,236,236,236,238,239,239,243,243,256,256,258,258,258,262,262,262,262,268,268,269,269,269,272,273,273,273,273,273,273,273,276,284,284,284,284,292,293,294,294,294,294,294,294,294,294,295,295,295,295,295,299,299,299,299,299,299,300,301,301,302,302,302,302,302,303,304,309,309,309,309,309,311,311,311,310,310,310,311,314,314,314,314,314,314,314,313,313,313,313,313,313,313,313,320,320,320,320,320,319,319,319,319,319,319,319,321,322,322,324,324,324,324,324,325,328,328,328,328,328,330,330,330,330,330,330,331,331,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
12086,2222137,4188,4239,4251,4256,4257,4260,4297,4332,4365,4413,4441,4452,4472,4500,4528,4561,4595,4617,4622,4630,4644,4678,4703,4730,4747,4759,4768,4797,4817,4845,4874,4905,4907,4919,4942,4964,4979,5011,5039,5058,5062,5081,5121,5141,5170,5185,5207,5229,5242,5270,5280,5290,5314,5338,5353,5369,5396,5422,5429,5449,5481,5503,5511,5530,5554,5558,5560,5612,5619,5619,5638,5651,5660,5669,5688,5699,5710,5716,5724,5725,5728,5742,5751,5767,5792,5797,5814,5815,5845,5855,5878,5890,5900,5917,5917,5924,5930,5940,5954,5969,5981,5980,5993,5996,6014,6029,6043,6044,6049,6058,6059,6077,6089,6097,6112,6125,6130,6140,6141,6159,6175,6182,6186,6206,6207,6218,6232,6246,6252,6259,6273,6275,6278,6290,6302,6304,6319,6333,6334,6344,6363,6369,6371,6372,6399,6401,6412,6424,6424,6424,6424,6440,6457,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472,6472
12087,17962,35,35,35,35,35,35,36,36,36,36,36,36,36,37,37,37,37,37,37,37,39,39,39,39,39,39,40,40,40,40,40,40,40,41,41,41,42,42,42,42,42,42,42,42,42,42,44,44,44,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
12089,43622,66,66,66,66,67,68,68,68,70,70,70,71,71,72,73,73,73,73,73,75,78,79,79,79,79,79,84,84,91,93,94,94,95,95,95,97,97,97,97,102,102,105,105,106,106,106,107,107,107,107,107,107,107,109,109,109,112,112,112,112,112,112,112,114,116,116,116,116,116,116,116,117,117,117,118,118,118,118,118,118,118,118,118,118,121,122,122,122,122,122,122,122,122,122,122,122,122,122,121,121,121,121,123,123,123,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,125,125,125,125,126,126,126,125,125,125,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
12091,127725,231,232,232,232,232,238,240,244,248,248,248,248,251,254,257,257,263,263,263,264,264,270,276,276,277,277,277,283,284,285,286,286,286,288,292,296,296,298,299,299,301,301,307,308,311,311,311,312,312,319,319,321,321,321,322,327,327,327,327,327,327,328,328,331,333,333,334,334,336,337,339,339,341,342,342,342,342,343,343,344,344,344,344,347,348,348,351,351,351,351,351,353,353,353,353,353,355,356,356,356,356,357,357,357,357,357,358,358,359,359,359,359,359,359,361,360,361,361,361,361,361,361,361,361,361,362,362,362,362,363,363,363,363,363,363,363,363,365,365,366,366,366,366,366,366,366,366,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367
12093,30679,51,51,51,54,54,54,54,54,54,54,54,54,55,55,56,56,56,56,56,56,56,56,56,57,57,57,57,58,62,63,64,64,64,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,70,70,71,75,75,75,75,75,78,78,78,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,90,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
12095,447110,749,750,750,751,763,776,777,777,777,778,797,805,819,823,824,828,846,847,850,850,857,893,893,894,895,902,913,937,937,939,940,958,959,982,990,1001,1001,1002,1002,1011,1014,1015,1015,1015,1015,1030,1054,1060,1060,1069,1071,1071,1072,1074,1076,1091,1091,1091,1094,1104,1106,1107,1116,1117,1125,1126,1126,1128,1128,1138,1139,1140,1141,1147,1149,1150,1158,1159,1161,1161,1169,1170,1170,1173,1173,1174,1175,1182,1185,1186,1189,1189,1190,1190,1198,1198,1198,1206,1210,1213,1214,1214,1214,1216,1221,1223,1224,1224,1228,1231,1231,1231,1232,1231,1231,1238,1239,1239,1246,1246,1249,1252,1252,1253,1261,1268,1270,1270,1270,1275,1274,1278,1279,1282,1283,1283,1283,1283,1288,1289,1291,1292,1293,1293,1294,1300,1300,1302,1302,1302,1302,1309,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310
12097,179933,288,290,291,291,295,297,305,305,304,307,311,311,312,326,326,330,330,330,331,331,332,333,334,334,343,356,357,358,370,374,374,381,380,379,385,384,384,384,384,396,396,399,400,400,400,402,412,414,416,417,425,425,432,432,433,435,441,441,444,448,448,448,449,453,453,459,461,461,461,462,465,467,467,470,470,471,471,473,473,473,473,473,473,479,481,481,481,482,484,485,487,487,487,487,487,487,487,488,488,489,489,489,489,490,490,490,492,492,492,492,496,496,496,496,496,499,498,498,499,500,500,500,502,508,509,509,510,510,510,513,513,515,515,515,517,517,518,518,518,518,520,520,520,520,523,523,523,525,525,525,525,527,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529
12099,993560,1895,1908,1909,1921,1923,1923,1933,1943,1955,1955,1972,1975,1983,2009,2018,2033,2036,2037,2059,2061,2066,2083,2093,2098,2123,2125,2139,2152,2166,2166,2166,2167,2199,2212,2238,2249,2249,2250,2269,2277,2294,2302,2315,2322,2322,2349,2355,2362,2383,2394,2394,2394,2412,2414,2428,2443,2454,2455,2457,2480,2486,2490,2498,2510,2510,2510,2522,2523,2528,2535,2545,2545,2546,2569,2576,2586,2594,2595,2596,2596,2598,2602,2603,2626,2635,2635,2635,2644,2645,2649,2653,2659,2661,2661,2672,2676,2679,2685,2692,2692,2690,2700,2701,2704,2708,2715,2717,2717,2723,2725,2732,2738,2740,2742,2742,2751,2755,2760,2767,2770,2770,2770,2774,2775,2778,2781,2788,2788,2788,2797,2801,2808,2810,2815,2816,2816,2826,2827,2832,2837,2845,2845,2845,2853,2855,2866,2873,2875,2875,2875,2875,2881,2881,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883
12101,268806,376,385,391,393,393,397,402,404,405,406,410,423,424,446,448,453,453,453,466,470,471,482,494,494,494,516,516,519,539,539,539,556,561,560,576,577,577,577,578,591,597,597,600,602,602,602,614,619,623,630,631,632,632,636,641,641,646,647,649,649,658,661,664,664,664,664,665,667,667,668,668,671,672,672,672,676,679,680,680,681,681,681,681,682,687,687,687,687,692,692,693,697,697,697,697,697,698,699,702,703,703,703,713,714,716,717,719,719,719,724,727,727,729,735,735,735,738,738,739,743,743,743,743,745,753,753,759,764,765,765,768,770,768,768,768,768,769,777,777,778,778,778,778,778,778,778,779,781,781,781,781,800,800,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802
12103,577568,1049,1052,1066,1079,1086,1106,1114,1117,1121,1128,1129,1132,1149,1157,1169,1173,1175,1184,1202,1206,1208,1209,1220,1224,1252,1263,1269,1276,1288,1288,1289,1304,1305,1307,1312,1330,1331,1335,1345,1345,1357,1372,1372,1372,1372,1372,1384,1385,1397,1411,1414,1414,1429,1430,1432,1433,1438,1440,1441,1451,1456,1463,1465,1472,1474,1480,1481,1482,1482,1482,1487,1501,1501,1510,1520,1522,1522,1524,1524,1524,1526,1529,1531,1536,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1565,1565,1563,1565,1570,1569,1576,1575,1578,1578,1579,1580,1587,1587,1589,1592,1592,1596,1596,1598,1600,1608,1609,1609,1613,1618,1619,1623,1624,1629,1629,1633,1635,1639,1638,1639,1639,1642,1649,1646,1648,1654,1655,1656,1656,1656,1657,1661,1665,1667,1667,1667,1667,1670,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671
